0.632558 0.148268
0.627610 0.145951
0.624929 0.143634
0.620184 0.141318
0.626680 0.139001
0.624036 0.136684
0.625227 0.134368
0.617123 0.132051
0.617305 0.129734
0.619387 0.127418
0.628361 0.125101
0.629205 0.122784
0.623635 0.120468
0.625774 0.118151
0.619442 0.115834
0.608016 0.113517
0.609314 0.111201
0.610964 0.108884
0.603700 0.106567
0.594740 0.104251
0.584716 0.101934
0.556472 0.099617
0.506888 0.097301
0.432439 0.094984
0.343755 0.092667
0.289212 0.090351
0.227822 0.088034
0.157742 0.085717
0.123520 0.083401
0.102641 0.081084
0.110771 0.078767
0.104708 0.076451
0.103137 0.074134
0.125631 0.071817
0.160715 0.069500
0.196391 0.067184
0.256674 0.064867
0.311979 0.062550
0.371828 0.060234
0.441419 0.057917
0.508603 0.055600
0.564922 0.053284
0.602542 0.050967
0.634056 0.048650
0.654324 0.046334
0.651903 0.044017
0.655021 0.041700
0.641816 0.039384
0.649030 0.037067
0.660108 0.034750
0.663273 0.032434
0.664414 0.030117
0.667823 0.027800
0.666468 0.025484
0.662652 0.023167
0.672308 0.020850
0.668433 0.018533
0.673231 0.016217
0.681202 0.013900
0.679143 0.011583
0.674069 0.009267
0.677479 0.006950
0.673098 0.004633
0.676300 0.002317
0.679141 0.000000
