0.613257 0.148268
0.634076 0.145951
0.635815 0.143634
0.620026 0.141318
0.613941 0.139001
0.620580 0.136684
0.624829 0.134368
0.626211 0.132051
0.629392 0.129734
0.628994 0.127418
0.641279 0.125101
0.653256 0.122784
0.654583 0.120468
0.649449 0.118151
0.641338 0.115834
0.634528 0.113517
0.627120 0.111201
0.627038 0.108884
0.609417 0.106567
0.623876 0.104251
0.641217 0.101934
0.634871 0.099617
0.617824 0.097301
0.545231 0.094984
0.422319 0.092667
0.358236 0.090351
0.379316 0.088034
0.474338 0.085717
0.578603 0.083401
0.642645 0.081084
0.645910 0.078767
0.633403 0.076451
0.637395 0.074134
0.646935 0.071817
0.645419 0.069500
0.638826 0.067184
0.658573 0.064867
0.665419 0.062550
0.661280 0.060234
0.671197 0.057917
0.672813 0.055600
0.651683 0.053284
0.652372 0.050967
0.653568 0.048650
0.657185 0.046334
0.665063 0.044017
0.671580 0.041700
0.679118 0.039384
0.676102 0.037067
0.677104 0.034750
0.672893 0.032434
0.662593 0.030117
0.669855 0.027800
0.681458 0.025484
0.682247 0.023167
0.689675 0.020850
0.683753 0.018533
0.686381 0.016217
0.678512 0.013900
0.687804 0.011583
0.691343 0.009267
0.676622 0.006950
0.684656 0.004633
0.696924 0.002317
0.695461 0.000000
