0.002844 0.003882 -0.000003 0.004031 0.003813 0.003823 0.004406 0.003251 -0.000486 0.001770 0.003404 0.004774 0.005068 0.005850 0.003237 0.005669 0.004301 0.007231 0.005392 0.003130 0.005155 0.005401 0.003058 0.006345 0.004245 0.005432 -0.004063 -0.004738 0.006034 0.007646 0.007037 0.006405 0.006591 0.006875 0.005281 0.007445 0.008543 0.004224 0.008428 0.008462 0.006775 0.008465 0.007820 0.009356 -0.005495 0.002398 0.002372 -0.007923 0.031527 0.202151 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 0.230049 
0.005128 0.004923 0.004903 -11.763995 0.005292 0.002715 0.002133 0.001591 0.000067 0.002967 0.006580 0.006499 0.005557 0.004649 0.006184 0.003138 0.003157 0.004281 0.007839 0.005984 0.007139 0.005795 0.005478 0.005510 0.007197 0.006565 0.006261 0.002453 0.005589 0.008366 0.008635 0.008567 0.008252 0.007251 0.008245 0.008969 0.009558 0.007677 0.008898 0.009598 0.009821 0.007345 0.009305 0.010578 0.012539 0.008999 0.004823 0.000055 0.011503 0.196345 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 0.223725 
0.005061 0.004951 -0.903611 -0.984436 -1.065879 -1.007344 -0.203222 -0.129866 -0.051955 -0.019674 -0.009956 -0.002625 0.000923 0.001714 0.000784 -0.002158 -0.007030 -0.014578 -0.025585 -0.039776 -0.057615 -0.078439 -0.100637 -0.123715 -0.145812 -0.165897 -0.182332 -0.192199 -0.195256 -0.190758 -0.179501 -0.163750 -0.144276 -0.122412 -0.099532 -0.077062 -0.056739 -0.038710 -0.023995 -0.012818 -0.004413 0.001032 0.004497 0.005794 0.006552 0.006759 0.007103 0.016303 0.053015 0.099033 0.150194 0.195483 0.213910 0.223649 0.228103 0.230483 0.231955 0.232823 0.233333 0.233636 0.233820 0.233944 0.234028 0.234086 0.234126 0.234154 0.234175 0.234190 0.234200 0.234207 0.234212 0.234215 0.234217 0.234219 0.234222 0.234226 0.234236 0.234252 0.234300 0.234384 0.234529 0.234738 0.235088 0.236139 0.227884 0.227884 
0.000209 -0.004226 -0.938583 -1.054687 -1.172924 -1.149860 -0.323866 -0.222868 -0.112718 -0.047629 -0.027773 -0.013103 -0.006414 -0.006565 -0.013927 -0.031417 -0.061962 -0.109315 -0.176087 -0.263370 -0.370330 -0.493734 -0.627854 -0.765532 -0.897817 -1.015076 -1.107789 -1.167127 -1.187353 -1.166467 -1.106510 -1.013819 -0.896721 -0.764663 -0.627352 -0.493472 -0.370448 -0.263515 -0.175842 -0.108478 -0.060267 -0.028485 -0.009408 0.001063 0.006338 0.009241 0.013162 0.023667 0.053036 0.091371 0.135010 0.175506 0.199190 0.214827 0.223768 0.229219 0.232797 0.235053 0.236484 0.237397 0.237988 0.238391 0.238664 0.238847 0.238968 0.239049 0.239104 0.239141 0.239167 0.239185 0.239197 0.239206 0.239212 0.239217 0.239225 0.239239 0.239267 0.239316 0.239469 0.239737 0.240197 0.240948 0.242045 0.244639 0.273447 0.273447 
-0.009938 -0.001913 -0.217998 -0.349614 -0.484828 -0.477077 -0.385703 -0.278013 -0.156465 -0.079294 -0.049167 -0.027009 -0.018672 -0.025927 -0.054712 -0.116833 -0.224775 -0.391652 -0.626649 -0.933479 -1.308355 -1.739853 -2.209132 -2.690768 -3.153602 -3.563719 -3.887122 -4.094442 -4.165930 -4.094028 -3.886365 -3.562987 -3.153086 -2.690632 -2.209583 -1.740817 -1.309796 -0.935236 -0.628311 -0.392702 -0.224500 -0.114338 -0.049043 -0.014457 0.001854 0.010003 0.017680 0.031757 0.054165 0.084690 0.121034 0.155259 0.183953 0.205571 0.219425 0.228668 0.235025 0.239234 0.242038 0.243913 0.245172 0.246038 0.246626 0.247016 0.247269 0.247432 0.247537 0.247606 0.247653 0.247685 0.247708 0.247725 0.247738 0.247747 0.247762 0.247791 0.247846 0.247941 0.248255 0.248803 0.249732 0.251251 0.254667 0.258088 0.277835 0.277835 
-0.005326 0.000267 -0.135254 -0.231886 -0.333427 -0.383847 -0.340654 -0.276766 -0.195105 -0.109503 -0.071350 -0.043331 -0.037405 -0.064876 -0.146297 -0.313903 -0.603214 -1.049189 -1.676623 -2.495352 -3.495212 -4.645968 -5.897323 -7.181423 -8.415326 -9.508504 -10.370481 -10.923318 -11.114234 -10.923163 -10.370219 -9.508282 -8.415333 -7.181902 -5.898524 -4.647994 -3.498061 -2.498787 -1.680112 -1.051950 -0.604063 -0.311378 -0.138675 -0.048175 -0.006905 0.011244 0.023210 0.037627 0.057591 0.082644 0.110799 0.140022 0.167321 0.190857 0.209431 0.222918 0.232633 0.239383 0.244055 0.247281 0.249501 0.251046 0.252096 0.252788 0.253233 0.253513 0.253689 0.253801 0.253875 0.253926 0.253963 0.253990 0.254010 0.254025 0.254050 0.254096 0.254186 0.254342 0.254866 0.255778 0.257311 0.259737 0.265733 0.275673 0.275777 0.275777 
0.002112 0.000701 -0.060926 -0.129469 -0.203845 -0.275961 -0.259610 -0.224877 -0.173253 -0.114563 -0.079869 -0.055382 -0.063200 -0.134464 -0.321056 -0.695019 -1.337485 -2.326106 -3.716083 -5.529370 -7.743558 -10.291744 -13.062597 -15.905849 -18.637859 -21.058287 -22.966807 -24.190921 -24.613778 -24.190888 -22.966781 -21.058379 -18.638242 -15.906725 -13.064182 -10.294140 -7.746734 -5.533053 -3.719656 -2.328640 -1.337551 -0.690718 -0.310145 -0.112206 -0.024181 0.010349 0.025894 0.039957 0.058515 0.081220 0.106778 0.133571 0.159440 0.182764 0.202403 0.217971 0.229944 0.238820 0.245307 0.249985 0.253306 0.255645 0.257240 0.258289 0.258954 0.259362 0.259610 0.259760 0.259857 0.259922 0.259970 0.260006 0.260032 0.260052 0.260084 0.260147 0.260270 0.260484 0.261207 0.262458 0.264518 0.267660 0.275459 0.286298 0.363392 0.363392 
0.000600 -0.000013 -0.028774 -0.065485 -0.107782 -0.150649 -0.160166 -0.155680 -0.136846 -0.109322 -0.081901 -0.066341 -0.100809 -0.249227 -0.616944 -1.343893 -2.589430 -4.504073 -7.195008 -10.704944 -14.990615 -19.922617 -25.285507 -30.788471 -36.076096 -40.760673 -44.454497 -46.823717 -47.642180 -46.823743 -44.454577 -40.760887 -36.076568 -30.789343 -25.286925 -19.924628 -14.993141 -10.707686 -7.197309 -4.504927 -2.587264 -1.336526 -0.601756 -0.221158 -0.054317 0.007086 0.028270 0.042070 0.059467 0.080156 0.103331 0.127767 0.152007 0.174731 0.194919 0.212024 0.225947 0.236867 0.245226 0.251474 0.256029 0.259273 0.261498 0.262961 0.263880 0.264434 0.264758 0.264948 0.265064 0.265142 0.265198 0.265240 0.265271 0.265294 0.265332 0.265409 0.265561 0.265830 0.266721 0.268246 0.270680 0.274183 0.283223 0.292043 0.317631 0.317631 
-0.000492 0.000033 -0.016252 -0.039651 -0.067975 -0.099408 -0.112990 -0.117637 -0.111496 -0.096043 -0.077695 -0.075991 -0.152920 -0.421758 -1.069031 -2.338713 -4.510348 -7.846315 -12.533680 -18.647095 -26.111340 -34.701162 -44.041379 -53.625529 -62.834632 -70.993451 -77.426746 -81.553063 -82.978515 -81.553052 -77.426728 -70.993456 -62.834709 -53.625730 -44.041754 -34.701689 -26.111888 -18.647353 -12.533010 -7.843730 -4.504288 -2.326952 -1.048880 -0.388411 -0.101304 0.000474 0.029858 0.043414 0.059934 0.079174 0.100539 0.123170 0.146026 0.168072 0.188436 0.206460 0.221809 0.234390 0.244364 0.252032 0.257739 0.261855 0.264700 0.266578 0.267757 0.268461 0.268865 0.269094 0.269228 0.269314 0.269375 0.269420 0.269451 0.269473 0.269511 0.269594 0.269761 0.270062 0.271034 0.272675 0.275190 0.278640 0.285794 0.293533 0.271093 0.271093 
0.000290 -0.000022 -0.008639 -0.022090 -0.039695 -0.061321 -0.075044 -0.084173 -0.085758 -0.079649 -0.069490 -0.085731 -0.223182 -0.662455 -1.703459 -3.736159 -7.208978 -12.541417 -20.032802 -29.802717 -41.731112 -55.458155 -70.384339 -85.700345 -100.417021 -113.455294 -123.736082 -130.330167 -132.608069 -130.329976 -123.735666 -113.454598 -100.415973 -85.698863 -70.382335 -55.455504 -41.727625 -29.798100 -20.026508 -12.532605 -7.196306 -3.717646 -1.676684 -0.623458 -0.167915 -0.009933 0.030624 0.043850 0.059690 0.077909 0.098044 0.119443 0.141315 0.162829 0.183201 0.201772 0.218086 0.231889 0.243155 0.252023 0.258748 0.263657 0.267083 0.269358 0.270791 0.271644 0.272127 0.272392 0.272542 0.272633 0.272695 0.272738 0.272766 0.272782 0.272814 0.272892 0.273058 0.273363 0.274312 0.275890 0.278184 0.281093 0.285188 0.286699 0.277177 0.277177 
