0.633786 0.148268
0.643009 0.145951
0.644456 0.143634
0.643718 0.141318
0.643453 0.139001
0.655686 0.136684
0.646094 0.134368
0.622459 0.132051
0.620856 0.129734
0.632083 0.127418
0.630638 0.125101
0.636415 0.122784
0.642403 0.120468
0.620032 0.118151
0.613297 0.115834
0.623828 0.113517
0.616849 0.111201
0.603155 0.108884
0.569961 0.106567
0.509236 0.104251
0.468489 0.101934
0.412037 0.099617
0.336686 0.097301
0.245002 0.094984
0.167981 0.092667
0.109299 0.090351
0.065246 0.088034
0.032551 0.085717
0.021826 0.083401
0.016661 0.081084
0.018326 0.078767
0.024134 0.076451
0.036955 0.074134
0.064642 0.071817
0.101390 0.069500
0.167008 0.067184
0.237834 0.064867
0.305102 0.062550
0.394021 0.060234
0.474253 0.057917
0.523784 0.055600
0.571841 0.053284
0.623232 0.050967
0.652945 0.048650
0.665722 0.046334
0.657288 0.044017
0.661547 0.041700
0.662260 0.039384
0.674772 0.037067
0.664925 0.034750
0.672584 0.032434
0.685011 0.030117
0.677805 0.027800
0.688634 0.025484
0.682177 0.023167
0.686487 0.020850
0.688875 0.018533
0.683072 0.016217
0.682550 0.013900
0.686914 0.011583
0.679775 0.009267
0.674069 0.006950
0.673500 0.004633
0.670227 0.002317
0.670525 0.000000
